processed,Code
desgarro: ii grado,0KQM0ZZ
s. aureus resistente a penicilina,04112
acidosis,E872
osteoartropatia degenerativa,M1289
nodulo tiroideo parto,E041
646.31,64631
broncoaspiracio,5070
salpinguectomia izquierda,0UT60ZZ
quiste mamario,N6009
prolapso mitral parto,O9942
quiste sebaceo mama izqueirda,N6082
rinitis alergica,4779
mastitis,6110
colico nefritico,N23
poliquistosis hepatorrenal,Q613
amniorrexis espontanea,65811
extravasacion de via periferica,T8089XA
colicos nefriticos de repeticion,V1301
retard psicomotor,3079
nefrostomia,Z936
hipertensio arterial,4019
biopsia selectiva de ganglio centinela,4011
liquid cefalorraquidi,0331
quiste cortical,N281
enol,F1010
methergin im.,3E023GC
neoplasia maligna,80003
dilsipemia,E785
retencion aguda de orina,R339
enfermedad pulmonar obstructiva cronica infeccion respiratoria,J440
torsion ovario derecho,N83511
gestacion bicorial biamniotica,O30043
teratoma ovario derecha,D270
enfermedad renal cronica estadio ii,5852
neumonia covid parto,J1289
calcificaciones prostaticas,N4289
melanoma maligno historia,V1082
analgesia,9929
retencio urinaria no especificada,R339
diabetes mellitus tipo i,E109
alergia a penicilinas,Z880
crisis asmatica,J45901
rhinovirus,B348
sindrome ansioso depresivo,3004
sgb part,O99824
cir 2000,P059
hipotiroidismo part,O99284
dismenorrea,N946
metrorragia postmenopausica,N950
megacolon parto,O9962
absces periamigdalar,475
discopatia lumbosacra,M5187
rnm cerebral,B030ZZZ
t85.898a,T85898A
adenocarcinoma,81403
hematies,30233N1
obesidad part,Z228
gestacion gemelar anteparto,65103
nefropatia tubulointersticial,N159
alergia gramineas,Z91048
hartmann,0D1N0Z4
ex fumador,V1582
limfadenectomia axil·lar,4051
nodulos pulmonares,51889
fibrosis mama izquierda,N6022
receptores de estrogenos,Z170
neuronavegador,0039
anemia parto,D649
inhibicion de la lactancia,O925
valvulopatia aortica bicuspide,Q231
pancitopenia,D61818
ligadura tubarica bilateral,0UL70ZZ
alergia a lamotrigina,Z888
hipertrofia turbinal,J343
sincope vasovagal,R55
apnea recien nacido,P284
colpocleisis,708
absceso de mama,N611
protesis mamaria,Z9882
galactosemia,2711
marihuana parto,O99324
trisomia 21,Q909
rinoconjuntivitis alergica,H1045
trombopenia parto,D696
coxartrosis,M1610
apendicectomia lap,0DTJ4ZZ
distres respiratorio inmediato,P228
hipotiroidismo part,E669
obesidad morbida parto,O99214
ligadura tubarica bilateral,0UL70ZZ
toxicidad hepatica,5738
rubeola negativo,Z228
estancament ponderal,78341
iot,0BH17EZ
insuficiencia valvula aortica,I080
re positvos,V860
historia de reseccion intestinal +,Z9049
polipo colon,K635
queratosis actinica,L570
reflujo vesicoureteral congenito,Q6212
hernioplastia inguinal derecha,0YQ50ZZ
041.89,B9689
dolor osteomuscular,7291
preclampsia grave,O1414
anexectomia bilteral,0UT20ZZ
eco tv,8879
hernia discal cervical parto,O9989
obesidad,27800
fuamdora 2t,O99332
histerectomia subtotal,6839
aborto incompleto,O034
gastritis part,64891
cuerpo luteo hemorragico,6201
pancreatitis aguda,K8590
sop parto,E282
neutropenia febril qt,C222
mioma subseroso,2182
fibrilacion auricular,I4891
oxigeno domiciliario,Z9981
sindrome ansioso,30000
ile,63590
a positiv,Z6710
insuficiencia cardiaca: cardiopatia hipertensiva,4280
:a negativo,Z6711
meniere,H8109
hosp,Y92239
doble j izq,0T9480Z
32+4 semanas,Z3A32
gsrh: o+.,Z6740
quiste,L723
misoprostol rectal,3E0H7GC
eco 2,BY4CZZZ
tumorectomia mama dreta,0HBT0ZZ
deshidratacio,E860
asma parto,O99314
alergia acaros,Z91038
biopsia hepatica,5011
carcinomatosi peritoneal,1976
papiloma intraductal,85030
anexectomia bilateral lap,0UT24ZZ
mastectomia radical izda,07T60ZZ
edema palpebral,H02849
gastritis parto,O9962
ecografia abd,BW40ZZZ
foliculo hemorragico derecho,N8301
trombopenia parto,D696
hernia de hiato part,K449
cultivo endocervical: positivo,6160
fibrosis quisitca,E849
dislipemia mixta,2722
desaturacion,J9600
artrodesis,Z981
dexametasona,9923
recambio de cateter ureteral jj izquierdo,0TP970Z
asma parto,O9952
diabetes mellitus 1 parto,E109
tumorectomia mi,0HBU0ZZ
alergia al niquel,Z91048
hipetension arterial,I10
bronquiectasia,J479
covid part,U071
placenta previa oclusiva total,O4403
neoplasia maligna de mama derecha,C50911
prednisolona,3E0333Z
sa: 40.,O480
41 +1 sg,Z3A41
diabetes mellitus,25000
torsion testicular,60820
ulcus gastrico parto,K259
i venosa periferica,I872
"re+,",V860
espina bifida,Q059
65961,O09523
suspension de actividad quirurgica programada,Z538
gsrh: o negativo,Z6741
sindrome ansioso parto,O99344
hiperplasia adenoamigdalar,47410
miastenia gravis,G7000
tc abdomen,BW20ZZZ
sv,0T9B70Z
biopsia renal dret,0TB03ZX
legrado. aborto,10D17ZZ
clavo,E8781
xoc,78559
covid parto,Z370
cefalea,R519
alergica a la penicilina,Z880
tos cronica,R05
cesarea anterior anteparto,65423
colegio,E8496
bypass gastrico laparoscopico,4438
adenopatia subcarinal,R590
deterioro cognitivo grave,F068
hemangioma en l4,D1809
diabetes mellitus tipo 2 parto,O2412
covid part,O9852
foliculo ovario,6200
cardiopatia isquemica,4149
cancer mama uce,1748
neoplasia d'ovari,1830
ileo paralitico qx,99749
aborto,O039
ecografia abdominal,BW40ZZZ
vessament pleural,J90
quistes corticales,N281
mioma uterino,D259
rciu,65651
foliculo hemorragico,6200
ptc,Z96649
ecografia abdominopelvica,BW41ZZZ
: 40+1 sg,Z3A40
broncoespasme,51911
conjuntivitis virica,B309
alergica a: aines,Z888
tx bipulmonar,Z942
birdhh,I4519
hpv,0794
gammapatia monoclonal,D472
linfadenectomia axilar izquierdas,07T60ZZ
quistectomia ovario izq,0UB10ZZ
convulsions febrils,78031
oxigenoterapia,9396
hipospadias,Q549
paralisis facial,3510
d69.3,D693
bocio multinodular,2411
aborto en curso con metrorragia,O036
sueroterapia,3E0337Z
hipotiroidismo part,G43909
adenoma de prostata grado ii,D291
40.3 semanas,Z3A40
a negativo,Z6711
itus de repeticio,Z87440
artritis reumatoide,M059
hipertension arterial insuficiencia renal cronica,40390
infeccion cateter dialisis,T827XXA
sindrome ansioso depresiva parto,64841
a positivo.,Z6710
miopia part,O99892
: a pos,Z6710
emesis gravidica,O210
adiro,Z7982
tc cranial,8703
grupo 0 negativo,Z6741
a09,A09
gsrh : o +,Z6740
mastectomia mama derecha,0HTT0ZZ
color: sangui,O770
histeroscopia quirurgica,0UB98ZZ
bactermia,7907
insuficiencia cardiaca,4280
pam,M317
proctitis,K6289
anexectomia bilateral lap,0UT24ZZ
m1 hepaticas,1977
orquiectomia,V4577
gestacion no controlada,O0930
hipotiroidismo congenito,243
proteinuria,7910
absceso perianal,K610
endometriosis intestinal,6175
1 vaso,0040
epilepsa temporal,G40209
faco+lio ud,08RJ3JZ
anemia posparto,O9903
hernioplastia inguinal derecha con malla,0YU50JZ
rinoscopia,09JKXZZ
metastasis axilar,C773
mastectomia izquierda,8541
intolerancia a la lactosa parto,O99284
hernia inguinal,55090
pretermino,64421
gonalgia izquierda,M25562
sangrado postparto,O721
reduccion fetal,O3133X0
anexectomia bilateral laparoscopica,6563
coronariografia,B2111ZZ
neumonia covid parto,O134
radiografia de torax y abdomen,BW00ZZZ
hemocromatosis,E83119
hidronefrosis parto,N1330
legrado endocervical,0UDB7ZZ
metrotrexate im aborto,10A03ZZ
pneumonia necrotizante,5130
epileptica,34590
esclerosis multiple,340
artritis septica de rodilla,71106
nefrectomia radical izquierda abierta,0TT10ZZ
obesidad morbida part,64911
restrenyiment,K5900
htp,4168
metastasis,80006
biopsia peritoneo,5423
diverticulosis parto,K635
fractura diafisis cubito izquierdo,S52202A
mioma intramural,2181
insuficiencia venosa parto,I872
protesis de rodilla izq,Z96652
gestacion no evolutiva,63490
"d m tipo 2,",E119
implantes mamarios,V4382
deficit proteina s parto,D6859
epilepsia parto,G40909
dismenorrea,6253
hidrocefalia,3314
biopsia hepatica,0FB03ZX
asma parto,J45909
cistoprostatectomia radical lap,0VT04ZZ
ar,7140
rubeola no inmune,O9902
deprivacion alcohol,29181
tr adaptativo depresiva,F4321
ex-fumadora,V1582
atonia uterina posparto,O7589
fibroadenoma mama der,D241
quist branquial,Q180
doble annexectomia,6561
hipotiroidsimo 2t,O99282
adhesiolisis,6146
insuficiencia respiratoria cronica agudizada,51884
adenoma,81400
rtu vesical,0TBB8ZZ
catarata od,H269
chron,K5090
preeclampsia leve,64241
discapacidad intelectual,F79
biopsia selectiva de gangli sentinella,4011
hematoma vaginal posparto,66572
uter polimiomatos,2189
gastroscopia,0DJ68ZZ
podalica anteparto,65223
hipotiroidismo 3t,E039
hernia de hiato. -,K449
aspergilosis broncopulmonar alergica,5186
40 + 0 sg,Z3A40
broncospasmo,51911
virus hepatitis C parto,O9842
alcohol parto,F1010
mtx ganglio axilar,1963
favi,03170ZD
comunicacio interauricular,Q211
holep,0VB08ZZ
enfermedad cerebrovascular cronica,I6782
tc abdominal,8801
leucocitosis part,Z370
eco abdominopelvica,BW41ZZZ
metrorragia posparto,O721
histerectomia vaginal,0UT97ZZ
disqueratosis congenita,75739
cancer mama cse izq,C50412
cardioversion electrica,5A2204Z
mioma im,D251
gsrh: o+,Z6740
anemia part,D649
itus derepeticion,Z87440
histerectomia total,Z90710
hemocultivo positivos,R7881
desgarro iiib,0DQR0ZZ
legrado avortament,10D17ZZ
coagulopatia,D689
adenoidectomia,0CTQXZZ
distocia de hombros,10S07ZZ
prostaglandinas,3E0P7VZ
k59.09,K5909
doppler renal,BT43ZZZ
traumatismo craneoencefalico,8500
laceracion periuretral,O7182
bulla,J439
silla de ruedas,Z993
sondaje vesical,0T9B70Z
caiguda,E8889
cardiopatia isquemica,I259
anemia normocitica,D649
sondaje vesical permanente,0T9B70Z
hipotiroidismo parto,64811
transexualismo,F640
tc craneal,B020ZZZ
pielonefritis del injerto,N10
carcinomas basocelulares region lumbar derecha,C44519
xoc septic,78552
trastorno adaptativo mixto,F4323
diu,0UH98HZ
diplopia,H532
dehiscencia de episiorrafia,O901
miomas uterinos,2189
celulitis en eid,6826
hernia l5-s1,M5127
pancitopenia,28419
oxigen,3E0F7SF
litiasis renal,N200
adenoamigdalectomia,0CTPXZZ
preclampsia leve,O1404
cesarea iterativa,O34219
polipectomia histeroscopica,0UB98ZZ
hernias discales,M519
gestacion ectopica izquierda,O00102
cesaria,10D00Z1
torsion,W1849XA
seton,4973
alergia: penicilina,Z880
presentacion transversa 2,66001
40 +1 semanas,Z3A40
cierre de fisura palatina,2762
desnutricion severa,E43
alergica a:penicilina,Z880
adenocarcinoma endometrial,C541
secuela accident,X58XXXS
ecocadiografia,B246ZZZ
apendicectomia,4709
nodulo tiroideo derecho,E041
rhinovirus,B348
quistectomia ovario derecho laparoscopica,0UB04ZZ
hipertrofia adenoide,47412
celiaca parto,K900
duodeno,0DB98ZX
fiebre materna part,65921
anemia,D649
sondatge vesical,0T9B70Z
hernia inguinal,K4090
fototerapia,6A600ZZ
gsrh o positivo,Z6740
traqueostomia,V440
cistectomia,Z906
bloqueo de rama derecho,I4510
ateromatosis aorto-iliaca,4400
insuficiencia renal aguda 2 qx,51851
forceps,10D07Z3
9 sem,Z3A09
acondroplasia,Q774
prolapso mitral parto,64861
ile,10A07ZZ
retraso en el lenguaje,F809
mioma intramural,2181
dislipemia,E785
neuralgia del trigemino,3501
radiografia torax,BW03ZZZ
esteatosis hepatica parto,O2662
sutura piel cara,0HQ1XZZ
biopsia gastrica,4414
cesarea,741
infeccion urinaria,5990
alergico a la penicilina,V140
catarata oi,08RK3JZ
salpingectomia geu izq lap,10T24ZZ
insuficiencia venosa,I872
nst patologico parto,65971
vitiligo,70901
hipotiroidisme,2449
mioma parto,O3413
sgb parto,V0251
tumorectomia derecha,0HBT0ZZ
anemia parto,2859
septoplastia,09SM0ZZ
neutropenia,D709
metapneumovirus,B9781
hipotiroidismo part,O99354
colitis ulcerosa part,K5190
carcioma endometrio,C541
tumorectomia mama der,0HBT0ZZ
sd. ansioso,F419
tumorectomia uqsmd,8521
enterococo faecalis,B952
ex enolico,F1021
crhon,K5090
cicatriu inestetica,7014
taquipnea,R0682
endometrioma ovario derecho,N801
migranas sin aura part,O99354
35,Z3A35
desprendimiento vitrio posterior,H4389
restos aborto,O034
aspirado medula osea,4131
adenomioma,89320
injerto grasa mama izquierda,0HRU37Z
enfermedad celiaca,K900
ateroesclerosis. (claudicacion,I70213
cuerpo extrano esofagico,0DC58ZZ
trombocitemia esencial,99623
rctg notranquilizador,O76
bcba,V9103
urticaria facticia,L503
placenta previa oclusiva total,O4403
anexectomia derecha lap,6541
absces tubo-ovaric,6142
ce esofagico,T18198A
gammaglobulinas,9914
r68.13,R6813
desgarro ii grado,7569
hipertiroidisme,24290
colelitiasis anteparto,64893
hernia discal parto,O99892
gammaglobulina inmunoglobulina anti D,O360130
histerectomia abdominal,0UT90ZZ
trastorno depresivo mayor,F329
angio tomografia axial computarizada pulmonar,B32SZZZ
estimulacion,3E033VJ
neoplasia maligna,80003
artritis psoriasica,6960
tto quimioterapico,V5811
engrosamiento endometrial,N858
hemorroides,4556
angiomas,91200
histerectomia radical,0UTC0ZZ
27 semanas,Z3A27
linfadenectomia paraaortica,07TD0ZZ
anexectomia bilateral profilactica,V5042
perdida de bienestar fetal,O3693X0
artrosis vertebral,M47816
alergias ambientales,V1509
al·lergia: peix,Z91013
tm,80001
hiperplasia prostatica benigna,N400
parada cardiorrespiratoria sars cov2: negativa,Z20822
coagulopatia,D689
parkinson,G20
bsgc d,07B50ZX
obesidad part,Z6830
tc craneal,8703
antibioterapia iv,3E03329
hipertension portal,5723
. desgarro i,O700
obesidad part,Z6832
ecotv,8878
hipoglucemia cetosica,E162
apneas de la prematuridad,P284
imc 31.,Z6831
hipotension,4589
cancer ovarico,1830
deshidratacon,E860
prematuridad 1500,P0716
mcba,V9102
infeccion del tracto urinario,N390
siringomielia,G950
ci,I259
prostatectomia radical laparoscopica,0VT04ZZ
ovariectomia derecha,Z90721
extraccion manual de placenta,10D17Z9
edema en miembros inferiores,R600
y protesis,Y831
fimosi,640
paraplejia,3441
emrr,G35
cin iii,2331
temblor esencial,3331
mioma subseroso parto,D252
gemelar bicorial biamniotica,O30043
retirada diu,9771
drenatge transtimpanic,2001
hipertension arterial pulmonar,I2720
puncion dural posparto,G9741
enteroccocus faecalis,B952
cancer endometrio,C541
afonia,R491
glaucoma cronico,H409
taquicardia sinusal,R000
intolerancia digestiva recien nacido,P928
alergia a paracetamol,V146
sutura nervio,043
anexectomia,V4577
retirada de port-a-cath,8605
itus de repeticion,Z87440
neoplasia de prostata,C61
reconversion a laparotomia,Z5331
mtx ganglio pelvicos,1966
hipertensio,I10
teratoma ovarico derecho,D270
sd. polimalformativo,Q897
gestacion anembrionada,O029
apendices preauriculares,Q170
dermatitis atopica part,L209
insuficiencia mitral parto,I340
esferocitosis hereditaria parto,O9912
sutura,8659
lipoma,88500
ecocardiografia recien nacido,B24DZZZ
ileo,5601
hernioplastia inguinal derecha abierta,0YU50JZ
ferropenia,E611
da,0UT70ZZ
polineuropatia diabetica 2,25060
hipertension arterial insuficiencia cardiaca congestiva insuficiencia renal cronica 3,I509
hemorroide externo,4553
sincope,R55
perdida de peso,R634
glioma de alto grado,1919
sag : +,O99824
historia de meniscectomia,Z8739
37+2 semanas,Z3A37
alergia niquel,Z91048
re: positivos,Z170
hidrosalpinx izquierdo,N7011
cervix corto anteparto,64973
paralisis cuerda vocal izquierda,J3801
grupo: a rh negativo,Z6711
historia cancer mama,Z853
anemia postoperatoria,D62
trasplante pulmonar,V426
parto prematuro,O6014X0
655.01,O350XX0
alergia al kiwi,Z91018
ecografia transfontanel.lar,B040ZZZ
bandolera,O6981X0
htp,I2720
aborto complert,63492
recien nacido muerto,Z371
mtx pulmon,1970
stent,Z955
alergia ambiental,Z91048
alergia quinolonas,Z881
graves,O99284
migranas sin aura,G43009
radio-yodo :hipotiroidismo,E032
obstruccio esofagica,K222
hipoglicemia diabetes mellitus,25080
sinusits,J329
pna,59010
fibrosis quistica,E849
parto pretermino,64421
re+++/+++,Z170
chagas part,B571
sueroterpia,3E0337Z
mc roberts,10S07ZZ
rotura prematura de membranas 2,O4212
779.89,P9689
anemia ferropenica cronica,D509
dilatacion esofagica,4292
parada cardiorrespiratoria covid-19 negativa,Z20822
radiografia pelvis,BR0CZZZ
granuloma hepatico,K753
insuficiencia renal cronica,5859
eco 3t gemelos,BY4GZZZ
deficit de vit. d,E559
neurofibromatosis tipo 1 (,Q8501
procidencia de mano,O322XX0
gonalgia bilateral,M25562
adenoamigdalectomia,J353
nefropatia iga,N032
cancer de mama,1749
taquicardia supraventricular parto,I471
dacriocistitis cronica,H04419
aneurisma de aorta abdominal,I714
alergia marisco,Z91013
gs: a + (,Z6710
grupo sanguineo materno: 0 positivo,Z6740
h.pylori (++).,04186
gammaglobulina inmunoglobulina anti D,65611
absceso en mama derecha,N611
tunel carpiano,G5600
im it,I081
sdme de fatiga cronica,R5382
glosodinia,5296
cst,O34219
0020 parto,64631
quistes paratubaricos,N838
fiebre intradialisis,R509
ecotv,8879
tumoracion,80001
colelitiasis parto,O9962
anemia cronica,D539
alergia a pirazolonas,Z886
fibrilacion auricular,42731
alergia: ciprofloxacino,Z881
sop part,Z370
urocultivo positivo,N390
gestante de 36 semanas,64421
e.coli blee,B9629
sindrome depressiva,311
pielonefritis aguda,N10
hiperparatiroidismo,25202
antibiotic,9921
hipertensio insuficiencia renal cronica,I129
eccema,L309
hipertensio malaltia renal cronica,I129
infeccio del tracte urinari,N390
quiste ovari part,65441
asma 2t,J45909
anemia sang,D62
artritis reumatoide parto,M069
monitorizacion fetal,4A1HXCZ
paracentesis,0W9G3ZZ
irritabilidad,R454
prostatitis aguda,N410
disminucion de la agudeza visual,H547
s. pyogenes,04101
diabetes,25000
orquidopexia bilateral,0VSC0ZZ
retinopatia hipertensiva,H35039
hemoptisis,R042
historia polipos colon,Z86010
stafilococo epidermidis,B957
neumopatia intersticial,515
neoplasia de ciego,C180
miomas uterinos,D259
insuficiencia venosa cronica parto,I872
ile) por trisomia 21,Z332
quistes parapielicos,5932
penicilina,V140
h fracturas,V1551
oh ocasional,30502
laringectomia total,303
a positivo,Z6710
diabetes gestacional,O24429
hemitiroidectomia,V1229
tos ferina per bordetella pertussis,0330
sindrome vertiginoso,3869
fractura radio distal izquierdo,S52502A
retencion de membranas,O731
misofar,3E0P7VZ
polipo cervix parto,O3443
apendicitis aguda perforada,K3532
nefrostomias,Z936
tumorectomia der,0HBT0ZZ
linfadenectomia aortica,4052
ptr izquierda cementada,0SRD0J9
bronquiectasias,4940
ileostomia,V442
dolores toracicos atipicos,R0789
mama fibroquistica,6101
adenocarcinima de endometrio,C541
dolicocolon,Q438
eventracion,K432
laparoscopia diagnostica,5421
deficit de vit d,E559
obesidad puerperal,E669
diabetes gestacional insulinizada,O24424
atb,9921
desgarro iv,O703
hipertrofia no especificada de vulva,N9060
alteracion cognitiva,R419
sjogren,7102
urotc,BT23ZZZ
ecografia escroto,8879
absceso pelvico cronico,N731
gastrectomia,Z903
hiperuricemia,E790
npt,3E0436Z
glomerulonefritis,N059
v13.02,Z87440
eco obs,8878
radiografia abd,BW00ZZZ
absceso periamigdalino,J36
radiografia abdomen,BW00ZZZ
sindrome de brugada,I498
protesis mamaria,V4382
policitemia,D751
nodulo tiroideo parto,O99284
estenosis ureteral,5989
paquipleuritis,5110
ferida quirurgica,E8788
neumonias de repeticion,V1261
blea,Z1610
rotura prematura de membranas,65811
colecistitis aguda litiasica,K8000
vasectomia bilateral,0VBQ0ZZ
alergias a estreptomicina,V141
broncodiltador,9394
retraso estatura,78343
ram,10907ZC
hipofosforemia,2753
restos placentarios,O722
historia de fumadora,Z87891
ecografias cerebral,B040ZZZ
sobrepeso parto,E663
cambio de nefrostomia,Z436
tratamiento quimioterapico,V5811
antibioticos,3E03329
desgarro vagina,O714
anti d,3E0234Z
pancreatitis aguda,K8590
hta. erc insuficiencia cardiaca congestiva,I509
ecografia hombro der,BP48ZZZ
prurito,L299
