Code,Literal
B24DZZZ,Ecocardio rn
A045,campylobacter jejuni
BT1FZZZ,PIELOGRAFÍA RETRÓGRADA IZQUIERDA
64913,Obesitat anteparto
042,VIH A3
O328XX1,podalica 1
I639,Infart cerebral no especificat
O701,Sutura de strip II
Z9049,colectomía
Z886,ALERGIA A ASPIRINA
N611,Absceso Mama derecha
5853,Enfermedad renal crónica estadio 3
O99284,Hipotiroidismo Parto
Z7952,corticoides
10D17ZZ,LEGRADO EVACUADOR ASPIRATIVO
0DTJ4ZZ,Apendicectomía Laparoscopica
E063,hashimoto part
Z91041,Alérgica contraste
V1359,iq hernia discal
O76,taquicardia fetal
Z3A33,33.2 semanas
0VN90ZZ,Detorsión testicular derecha
E300,retraso puberal
9351,Cos estrany esòfag
7856,adenopatías retroperitoneales
Q8909,bazo accesorio
V5881,colocación de port-a-cath
D7389,lesión esplénica
O9962,pancreatitis crónica parto
O770,color: sanguinolento
Z9013,Historia de Mastectomía bilateral
E211,Hiperparatiroidismo secundario a hipovitaminosis D
K37,Periapendicitis
K4090,hernia inguinal
V137,ex prematur
Z6710,GRUPO SANGUINEO MATERNO A positivo
Z6710,GS:A Positivo
3E0336Z,Nutrición parenteral
60020,HPB
1749,neoplasia de mama izquierda
F1010,Tabaco part
O99214,Rasgo talasémico part
4281,EAP
0VT00ZZ,PROSTATECTOMÍA RADICAL
F418,Sdr. ansioso-depresivo
0UT90ZZ,Histerectomia
O133,Hipertension materna
N8300,Quiste folicular en ovario derecho
R740,Transaminasas
BT4JZZZ,Ecografia vias urinarias
3E023GC,tto im
R0682,taquipneas
27541,hipocalcemia
9982,pucion qx
O99214,Tabaco parto
V629,Problema social
0UDN3ZZ,punción folicular
Q984,Sindrome de Klineffelter
O09813,fiv
47411,hipertrofia amigdala
7580,SD . Down
N9489,Congestión Pélvica
F17210,Fumador
U071,Covid
P921,Regurgitació i ruminació del nadó
2851,anemización sang
N210,Càlcul vesical
0DB18ZX,biopsia esofago proximal
6200,quiste folicular
B32SZZZ,AngioTC toracic
0UT24ZZ,da lap
BY4FZZZ,eco obst
99832,dehiscencia herida quirúrgica
Z6711,: A negativo.
E119,DIABETES MELLITUS
E804,Síndrome de Gilbert part
0UL70ZZ,Ligadura
K589,Colón irritable.
N841,Pólipo endocervical
V427,transplante hepático
07054,VHC cronica
L570,Queratitis actínica
N6481,ptosis mama
0D9P70Z,Sondaje rectal
O700,desgarro de labio menor
N281,Quistes corticales bilaterales
72671,Tendinitis aquilea
51911,broncoespasmo
J1289,neumonia covid
3950,actp no coronario
Z6740,Grupo Sanguíneo Materno: 0
R1013,epigastràlgia
BW20ZZZ,TAC
R079,dolor toracico
B182,Hepatitis C parto
F209,esquizofrenia parto
K603,fístula perianal
L739,foliculitis
6902,Legrado obst
N201,Litiasis ureteral
O9952,rinitis alérgica parto
Z6833,obesidad part
49120,EPOC Bronquitis. cronica
65643,feto muerto
4149,Cardiopatía isquémica crónica
25090,Hiperglicemia dm
M9250,Enfermedad de Osgood-Schlatter
BY4FZZZ,ECOGRAFIA obstetrica
T451X5A,neutropenia post qt
Z91048,Alérgia gramíneas
20400,LAL
78341,retraso ponderal
N8301,Ovarios con múltiples quistes foliculares
01N50ZZ,stc d
Z6710,GS:A+
V860,re-
Z881,Alergia Betalactámicos
F418,ansioso - depresivo
H409,GLAUCOMa
R410,desorientacón
V5042,Profilactica ovario
M2240,Condromalacia rotuliana
G912,Hidrocefalia crónica del adulto
E079,Disfuncion tiroidea
3E0234Z,anti-D
7906,Hiperuricémia
850,Drenaje de absceso mamario
N711,endometritis CRÓNICA
A6004,herpes vulvar
P611,policitemia rn
3421,toracoscopia
9921,Vancomicina
8522,cuadrantectomia
F418,trastorno ansioso-depresivo parto
30750,Trastorno de la conducta alimentaria
N3281,Hiperactividad del detrusor
O9852,VHB parto
2720,COLESTEROL
3869,Sindrome vertiginoso
6164,ABSCESO VULVA
0HTU0ZZ,Mastectomia izq
BW03ZZZ,Rx tórax y abdomen
V4382,protesis mama
99859,infección de herida quirúrgica
Z3A32,32 semanas
O9972,Tiroiditis parto
O99344,sindrome derpesivo part
0UT70ZZ,DA
2859,Anemia
3E03329,Antibioticoterpia
V552,cierre de ileostomía
20510,Leucemia mielomonocítica crónica
N99820,sangrado postoperatorio
7569,Desgarro de 1r grado
3E0336Z,NUTRICION PARENTERAL
Z9882,protesis mamarias
C541,Adenoca . de endometrio
85002,Carcinoma Ductal in situ
A609,Herpes genital parto
N80121,Abdominalgia en gestante
M5187,discopatía L5-S1
H5210,Miopia parto
Z3A40,40+1 sg
B246ZZ4,Ecocardiografía transtorácica
S0240DA,fractura seno maxilar izquierdo
Z7901,anticoagulada
N884,Cérvix hipertrófico
I480,Fibrilación auricular paroxítica
Z87440,Infecciones de orina de repetición
K219,Enfermedad por reflujo gastroesofágico
R011,soplo cardíaco
B952,Enterococcus faecalis
Z8551,Tumor vesical historia
0UJD7ZZ,Revisión de canal del parto
3E03329,antibióticoterpaia
D691,Plaquetopenia
B2790,Mononucleosi
N200,LITIASIS RENAL BILATERAL
L0103,L01.03
N323,divertículos vesicales
0UT20ZZ,Anexectomía bilateral
2590,Retraso puberal
0HRLX74,ILPP pierna izquierda
3004,distimia
9396,o2
F4320,Rasgo talasémico part
V140,Alergico a la PENICILINA
I2720,hipertensión pulmonar
30000,ansioso
65803,Oligoamnios anteparto
O1414,Preeclampsia grave
95300,meningioma
47822,Abscés parafaringi
4149,cardiopatia isquemica
O99284,Hipotiroidismo gestacional
O481,parto 42 semanas
0UQMXZZ,laceración en labios
B448ZZZ,doppler renal
7676,rafi mandibula
O24419,Diabetes gestacional
G2581,Piernas inquietas
Z7901,anticoagulado
I480,Fibrilación auricular paroxística
F341,Ansiosodepresivo
Z6710,Grupo sanguíneo A POSITIVO
K761,Hepatopatía congestiva
3E03329,ne sng
O80,parto
K2950,gastritis cronica
78659,Dolor toràcic a estudi
T8611,T86.11
Q513,utero bicorne parto
78760,Incontinencia fecal
3E023GC,Methergin im
O4202,Amniorrexis:
Z903,GASTRECTOMÍA
O23593,Vaginoitis parto
J9811,atelectasia
Z3A40,: 40 + 2
O701,Desgarro Perineal IIº
30233R1,plaquetes
02HV33Z,cvc
Z936,Nefrostomía
P221,Maladaptación pulmonar
78341,Retraso ponderal
G40909,epilepsia
3E10X8Z,Limpieza de la quemadura
8741,TAC pulmonar
F329,depresión reactiva
49390,asmática
2772,Uvulectomía
O3413,hipotir parto
BQ0HZZZ,rx tobillo izq
O99354,hipotiroidismo parto
78630,hemoptisi
T2020XA,Quemadura 2 cara
99749,vomitos qx
O9972,rosácea parto
5198,Sobreinfeccio respiratoria
3E03329,cefazolina
65821,RPM &gt; 24h
7092,cicatriz
D62,Anemia sang
L309,Dermatitis
3432,Tetraparèsia espàstica
0UT24ZZ,ANEXECTOMÍA BILATERAL LAPAROSCÓPICA
H409,Glaucoma
80703,Carcinoma epidermoide
O9912,síndrome antifosfolipido parto
R351,Nicturia
O7182,desgarro parauretral
4941,Bronquiectasia inf
J36,Abscés periamigdalí
O480,gestación en vías de prolongación.
V4572,Neoplasia de recto intervenida
80703,Ca epidermoide
S72101A,Fractura pertrocantérea fémur derecho
O26833,ITUS de repetición parto
5950,Cistitis aguda
D6861,SINDROME ANTIFOSFOLÍPIDO
BT4JZZZ,Eco renovesical
Z87891,Ex-Fumadora
E1010,cetoacidosis diabética dm 1
D259,endometriosis parto
G4733,saos
K589,cólon irritable part
Z9882,Mastoplastia de aumento
8878,Ecografi obs
0UB98ZZ,polipo endometrial
V140,Alergica a Penicilina
P2889,depresion rn
65101,part gemelar
8E0W0CZ,PROSTATECTOMIA RADICAL
64911,Obesitat parto
N938,Sangrado uterino anómalo
O76,registro poco tranquilizador
59010,pielonefritis
Z3A39,39+6 semanas
O4403,Placenta previa oclusiva total
O610,fallo de inducción
Z960,sonda
O09523,1001
BQ01ZZZ,Radiografía caderas
N200,Litiasis renal part
BW03ZZZ,Rx tórax:
0UT94ZZ,HISTERECTOMIA LAPAROSCOPICA
Z6731,Grupo sanguíneo: AB Negativo
I4891,AC x FA
6849,Histerectomia total
64633,0020 antepart
K900,Celiaquía parto
O4202,Ruptura espontánea de membranas 1
64241,Preclampsia
L409,psoriasis parto
O9989,hernia discal L5-S1 parto
N83201,Quiste ovario derecho
V1254,historia AIT
K269,Ulcus duodenal
78791,Diarrea
N888,Quiste de Naboth
6541,anexectomia izquierda lap
O34211,Cesáreas anteriores
D649,Rubeola no inmune
0UTC0ZZ,HISTERECTOMÍA total abd
H9113,Presbiacusia bilateral
M810,osteoporosis
O9962,colitis ulcerosa parto
9982,puncion qx
Z370,nace
0390,catéter peridural
69512,eritema multiforme mayor
E041,nódulo tiroideo part
Z3A31,31+4 semanas
Q767,Asma parto
C541,Carcinoma endometrioide de endometrio
8872,ECOCARDIOGRAMA
D259,Mioma part
V5861,anticoagulantes
L26,Dermatitis exfoliativa
Z228,Rubeola NO inmune
64891,ENF PART
1820,Ca de endometrio
K769,hepatopatía crónica
280,Amigdalotomia
N950,Metrorragia postmenopaúsica
Z6720,GS: B+
V861,RE-
0UDB7ZZ,Legrado
L732,HIDROSADENITIS inguinal
82710,prolactinoma
1970,M1 pulmonares
Z91018,Alergía frutos secos
S82891A,Fractura tobillo derecho
08RK3JZ,Cataracta oi
J069,J06.9
BT4JZZZ,Ecografía renal
08RK3JZ,FACO+LIO OI (
Z91048,Alérgica a: Gramineas
0UT90ZZ,HISTERECTOMÍA TOTAL SIMPLE
O9912,Factor V Leyden part
85223,Carcinoma lobulillar infiltrante
Z85528,Historia de tumor de Wilms
Z886,Alergia a AAS
J849,Neumopatía intersticial
G248,distonía cervical
B181,VHB cronico
R569,convulsiones
80703,ca epidermoide
3E0K805,Mitomicina
P048,fumadora rn
47412,Hipertròfia adenoidea
73313,fractura patologica vertebra
3E0G76Z,Nutrición enteral
3E1978Z,rentat nasal
V1508,Contrastes yodados
42741,Fibril·lació ventricular
N7093,absceso tuboovárico
I509,HTA icc irc
M5127,hernia discal L5-S1 parto
D251,polipo cervix parto
O4212,rpm 2
I442,Bloqueo AV completo
N189,Enfermedad renal crónica
3E023GC,Maduracion pulmonar
Z6710,Grupo sanguíneo materno A positivo
Z6740,GS:0+
Z886,AMC: AAS
9929,antiinflamatorio
90100,FAD
Z881,ALERGIAS: Claritromicina
M23332,MENISCOPATIA INTerna izquierda
40390,HTAIRC
M25511,Omalgia derecha
55321,Eventración
10D00Z0,CESAREA CLASICA
N813,Histerocele grado III
067,quiste tirogloso
N179,DETERIORO DE LA FUNCIÓN RENAL
8878,Ecografía obstetrica
K5090,crohn part
6149,epi
J9811,Atelectasia
R6252,Estancamiento pondoestatural
O9852,COVid parto
65681,Sospecha pérdida bienestar fetal
B020ZZZ,TC cranial
0FT44ZZ,colecistectomía laproscópica
Z91018,Alergica a: nueces
Z955,stent
D682,deficit factor VII
3E033GC,Metoclopramida
544,peritonectomía
O9902,Rasgo talasémico part
6289,Esterilidad secundaria
P081,PEEG rn
8891,RMN craneal
N950,metrorragia postmenopausica
3E0F7GC,nebulización
9921,antibióterapia
Z91048,Alérgica a: pólen
92200,ENCONDROMA
0WQNXZZ,Desgarro
Q858,síndrome de Sturge-Weber
9915,nutrición parentera
3E033VJ,oxitocica
O6003,AMENAZA DE PARTO PRETÉRMINO
M47897,Espondilolisis L5-S1
2449,Hipotiroidismo parto
Z3A23,23 sem
0VT34ZZ,prostatectomía radical laparoscópica asistida por robot
O99013,HIPOTIROIDISMO 3T
D250,Leiomioma submucoso
H1045,Rinoconjuntivitis alèrgica
Z886,alergia a Metamizol
O4202,amniorrexis
1963,metàstasi gangli axilar
0UT74ZZ,Anexectomia Bilateral Laparoscopia
O99284,Hipotiroidsmo parto
O752,Fiebre parto
2793,Inmunodeficiencia
D89813,EICH
5859,Insuficiència renal crònica
M461,sacroilitis
Z6710,Grupo materno A positivo
O714,desgarro vaginal part
N10,Pielonefritis aguda por E. Coli
5303,Hernia inguinal derecha directa
3E0P7VZ,propess
K831,coletasis parto
6651,doble salpinguectomia
287,Control d'hemorràgia després d'amigdalectomia
R55,sincopal
O360130,Anti -D
O770,líquido amniótico teñido
D72820,limfocitosis
85006,CDI MTX
J342,Desviación septal
Z6740,GS: O Rh +
Z6741,GsRh: O negativo
64813,Tiroiditis anteparto
3671,miopia mgna
2102,adenoma parotida
N840,POLIPO UTERINO
7852,soplo cardiaco
S82856A,fractura trimaleolar
I259,Cardiopatía isquèmica crónica
E871,Hiponatremia
5859,insuficiencia renal cronica
O99354,Neuralgia trigemino parto
Z6740,GRUPO SANGUÍNEO: O POSITIVO
D709,fiebre neutropenica
O660,distocia de hombro
9396,Oxigenoterapia
A419,Shock séptico
9921,antibiotic
74900,Fissura palatina
K449,Hèrnia diafragmàtica
2662,Déficit de ácido fólico
V5861,Sintrom
Z370,Recien nacido
O76,Taquicardia fetal
C7951,M1 (ÓSEA
179,Sarcoma uterino
3379,disautonomia secundària
K922,pérdidas digestivas
Z6710,GSRH: A positivo
E9331,quimioterápia
E7801,Hipercolesterolemia familiar
BY4CZZZ,eco 2t
Z886,Alergia Metamizol
H9191,hipoacusia derecha
P2889,bronquiolitis vrs rn
0UB98ZZ,polipectomía histeroscópica
M1990,Artrosis
O0090,EMBARAZO ECTÓPICO
Z6710,GS: A positivo
N938,retraso menstrual
72402,Canal estrecho lumbar
5790,celiaca
0DBM8ZX,biopsia colon descendente
B181,VHB parto
Z95820,bypass femoro-tibial
N72,Cervicitis crónica
10D07Z3,Forceps
9396,Cànules oxigen
Z3A40,SG 40 +2
R197,diarreico
0UT04ZZ,ANEXECTOMÍA DERECHA LAPAROSCÓPICA
Z886,ALERGIA A AAS
E8798,cateter
34291,hemiparesia braquiocrural derecha
D259,mioma
2181,Mioma intramural
K7689,quiste hepatico
K625,Rectorragia
65841,corioamnionitis
O9972,Urticària crónica part
K5730,divertículos
K8050,coledocolitiasis
65681,sospechoso de pérdida de bienestar fetal
56210,Diverticulosis colónica
Z170,RE ++/+++
Z6710,"Grupo sanguíneo: A, +"
V4365,ptr
598,catéter ureteral
3E033GC,Primperan
N179,Insuficiencia renal rn
E8786,org
Z9079,cistoprostatectomía
M23009,Lesio menisc
J449,OCFA
Z6740,GSRh : O positivo
N132,HIDRONEFROSIS LITIASIS
Q8740,Sd de Marfan
3383,DOLOR NEOPLASIA
10S0XZZ,versión cefálica externa
40291,cardiopatia hipertensiva icc
07TC4ZZ,Prostatectomía Radical laparoscópica
6561,salpingooforectomía bilateral
10D07Z6,vacum
M941,policondritis recidivante
412,IAM historia
Z3A40,40 +1 sg
49122,Bronquitis aguda epoc
0D758ZZ,dilatacion esofago
5794,Sonda vesical
4148,Cardiopatía isquémica
6262,hipermenorrees anemitzants
O320XX0,Presentación inestable
O9852,rubeola no inmune
E804,Sde de Gilbert
3E0P7VZ,misofar
3E03329,CEfazolina
6256,Incontinència d'esforç femenina
V1083,Carcinomas basocelulares historia
L659,alopecia
O7182,laceración parauretral
G40109,epilepsia focal
4461,enfermedad de Kawasaki
64931,trombocitopenia parto
M48061,estenosis de canal lumbar
36274,Retinitis pigmentaria
L89153,Úlcera sacra grado III
Z8781,historia fracturas
0Q8P0ZZ,Weil izquierdo
8522,cuadrantectomía
0FB03ZX,BAG HEPATICA
N10,pna 2t
Z96653,PTR bilateral
0BH17EZ,Intubación orotraqueal
R109,Abdominalgia
463,Amigdalitis
G6281,Polineuropatía del paciente crítico
3E1K78Z,lavado vesical
8024,fractura malar
V8533,IMC 33
J4530,Asma persistent lleu
O334XX0,Desproporción pelvico fetal
Z8719,V12.79
R5600,Convulsions febrils simples
Z6710,GSRh: A positiu
0UT04ZZ,OOFORECTOMÍA DERECHA LAPAROSCÓPICA
H547,Ceguera
83803,carcinoma endometrioide
R809,Albuminuria
067,Quiste tirogloso
8871,ecografia tiroidea
V1272,historia Polips colon
6181,Prolapso uterino
BW03ZZZ,rx tórax
C50911,CDI mama derecha
O9972,Psoriasis parto
O76,NST no tranquilizador
R509,Febril
4168,Hipertensión pulmonar severa
91200,Angioma
BT1FZZZ,pielografía por nefrostomía
Z880,Alérgica a PENICILINA
B020ZZZ,Tc craneal
O693XX0,cordón corto
G43909,Migrañas parto
F319,trastorno bipolar parto
P015,gemelo
64871,artrosis parto
Z3A30,30+1 sg
M5020,Hernia cervical
0UL74ZZ,LTb lap
G35,esclerosis multiple
K5090,crohn parto
8871,Ecografía cervical
0U5C8ZZ,conización cervical con asa de diatermia
04186,H pylori
7840,cefalea holocraneal
K523,K52.3
8741,TC toracoabdominal
Z6720,Grupo sanguineo: B+
N189,IRC
J206,bronquitis aguda Rinovirus
Z881,Alergica a:Quinolona
G4700,Insomni
3E033GC,tto
F17210,Nicotina
194,Miringoplastia
Z90722,Ooferectomía bilateral
0CTQXZZ,Adenoamigdalectomía
BB4BZZZ,Ecografía pulmonar
F341,depresión y ansiedad parto
85003,cdi
I252,412
E039,hipotiroidismo puerperal
Z332,ile
Z950,Portadora de MCP
2881,Enfermedad granulomatosa crónica
01NB0ZZ,laminectomía
78071,síndrome de fatiga crónica
Z6720,b pos
00NY0ZZ,foraminotomia l5-s1
B0229,Neuralgia postherpética
7851,palpitaciones
4262,Hemibloqueo anterior
G20,Parkinson
0UT24ZZ,Anexectomía bilateral laparoscopia
K4020,Hernia inguinal bilateral
64421,pp
Y833,cirugia estoma
I129,shock septico
0UT97ZZ,Histerectomía Vaginal
E042,bocio multinodular
F1210,porros
Z803,Hermana Ca de mama
73319,Fractura patológica mandibular
J101,girpe A
Z371,RN muerto
7904,transaminasas
25001,dm 1
I6782,leucopatía isquémica crónica de pequeño vaso
O99354,Epilepsia focal parto
N870,cin 1 parto
6256,iue
10D17ZZ,LEGRADO EVACUADOR OBSTÉTRICO
N261,ATROFIA RENAL IZQUIERDA
3E03329,Ampicil·lina
O864,Fiebre postparto
4241,Estenosis aórtica
6184,prolapso genital cistocele
E039,Hipotiroidsmo part
2912,demencia alcoholica
85202,CARCINOMA LOBULAR IN SITU
Z6710,GsRH: A positivo
R42,Mareo
Z5309,V64.1
8541,mastectomía D
B040ZZZ,ECO cerebral
E8497,hospital
95600,Schwannoma
Z3A40,40.1 semanas
F17210,fumadora
O0090,Gestacion extrauterina
M87051,necrosis avascular de cadera derecha
0D9670Z,sonda nasogástrica
BQ07ZZZ,radiografia rodilla bilateral
7801,alucinaciones visualies
0UT04ZZ,Anexectomía derecha laparoscopia
N189,Malaltia renal crònica
4651,cierre de ileostomía
O99824,SAG:+
BW03ZZZ,Rx de Tórax
I509,HTA icc
K219,rge
O701,Desgarro perineal II
5859,Enfermedad renal crónica
W050XXA,caida desde silla de ruedas
64003,Amenaça avortament
S72011A,FRACTURA SUBCAPITAL FEMUR DERECHO
O99284,Hasimoto part
O631,acortamiento de expulsivo
O9952,ASMA parto
Z9049,resección recto
V146,Alergia a AAS
2767,hiperpotasemia
Z6740,GsRH: O +
V237,control insuficiente de la gestación
N2889,593.89
E8781,port a cath
E8497,HOSp
Z955,Portadora de stent
O9952,Bronquitis crónica parto
M059,Artritis reumatoide
N751,absceso de Bartholino
Z6710,Grupo sanguíneo: A Rh: +
O7182,Laceracion periuretral
E669,obesidad 3T
I378,Insuficiencia valvula pulmonar
75982,sd de Marfan
O2662,covid parto
H5210,miopía parto
K5641,FECALOMA
5421,lap
Z843,cosanguinidad
8703,Tc craneal
L410,pitiriasis liquenoide
R590,Adenopatías axilares
BU4CZZZ,ECO TV: útero
Z3A10,10 semanas
25040,Nefropatía dm
N189,Insuficiencia renal crónica agudizada
K4020,K40.20
L299,prurito
3E033GC,inmunosupresores
80003,NEOPLASIA
C679,tumor vesical
Z3A40,Amenorrea : 40 +
R454,Irritabilidad
N764,Absceso vulvar
O368130,Disminución de movimientos fetales
I83812,I83.812
O693XX1,Cordón umbilical corto
D242,Fibroadenoma mama izqueirda
E109,DM 1 parto
3E033VJ,Oxitocina
BT4JZZZ,Ultrasò diagnòstic d'aparell urinari
BT4JZZZ,Ecografía RENOVESICAL
V252,Ltb
0JH60XZ,port-a-cath
N7093,absceso tuboovarico derecho
M4712,Mielopatía cervical
K9189,Íleo paralítico postquirurgico
3E033RZ,digoxina
49122,bronquitis aguda epoc
J45901,crisis asmática grave
O700,Desgarro perineal grado I
64821,anemia parto
3E033NZ,Paracetamol
D6861,síndrome antifosfolípido
E041,nodulo tiroideo
O99284,hipertiroidismo parto
2762,Estafilorrafia
0TBB8ZX,biopsias vesicales múltiples
O770,color: TEÑIDO
7048,Foliculitis
Z8679,Historia de Ablación cardíaca
F418,Sindrome ansioso depresivo
9918,stp
O26893,anti-D
0HQ9XZZ,desgarro grado 1
E250,Hiperplasia suprarrenal congénita
G713,Miopatía mitocondrial
Z332,ILE por TRISOMÍA
Z6740,GRupo 0+
O210,hiperemesis gravídica
O9912,Déficit factor VII parto
E538,Déficit B12
Z6710,Grupo y Rh: A positivo
47411,Hipertrofia amigdala
E119,diabetes
L708,Acné juvenil
B32SZZZ,AngioTC torácico
3E0G76Z,ne
C569,carcinoma seroso de ovario
97651,gammapatia monoclonal
Z9851,Esterilización tubárica
1749,Neoplasia de mama izquierda
9918,Sueroterapia endovenosa
Q858,hamartoma hipotalámico
N359,Estenosis de meato uretral
Z1509,Sd Lynch
E8497,HOSP
BW21ZZZ,TC ABDOMINO-PELVICO
E875,Hipercalemia
H1045,Conjuntivitis alérgica
Z886,ALERGICA AAS
H9193,Sordera bilateral
0VSC0ZZ,orquidopexia bilateral
L719,Rosácea
V4582,stent
L910,queloides
K2950,Gastritis crónica part
N938,sangrado menstrual
Z20822,SARS-COV2: negativa
10D07Z8,GRAN EXTRACCIÓN
Q8740,Síndrome de Marfan
O9852,rubeola NO inmune
3E0P7VZ,misoprostol
R310,hematuria macroscópica
Z6720,GS B (+)
0881,Sutura parpado
F29,Psicosis inespecificada
O209,metrorragia 1t
K432,hernia incisional
E871,hiponatrèmia
