Code,D_P,Description,Literal
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,HTA icc irc
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,hta icc irc 3
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,HTA. ERC icc
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,hta IRC icc
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,hta icc irc
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,HTA irc 4 icc
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica
I130,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada,HTA irc ICC
I161,D,Emergencia hipertensiva,Emergencia hipertensiva
I169,D,"Crisis hipertensiva, no especificada",crisis hipertensiva
I169,D,"Crisis hipertensiva, no especificada",Crisis Hipertensiva
I169,D,"Crisis hipertensiva, no especificada",Crisis hipertensiva
I200,D,Angina inestable,Angina inestable
I208,D,Otras formas de angina de pecho,ANGINA DE ESFUERZO
I208,D,Otras formas de angina de pecho,angina de esfuerzo
I208,D,Otras formas de angina de pecho,Angina de esfuerzo
I208,D,Otras formas de angina de pecho,angor estable
I209,D,"Angina de pecho, no especificada",Angina de esfuerzo estable
I209,D,"Angina de pecho, no especificada",angina
I209,D,"Angina de pecho, no especificada",I20.9
I214,D,Infarto agudo de miocardio sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI),I21.4
I214,D,Infarto agudo de miocardio sin elevación de ST (IAMSEST) (IMNEST) (NSTEMI),Infart de miocardi sense elevació del segment ST
I2510,D,Enfermedad cardiaca aterosclerótica de arteria coronaria nativa sin angina de pecho,Enfermedad coronaria
I2510,D,Enfermedad cardiaca aterosclerótica de arteria coronaria nativa sin angina de pecho,Cardiopatía isquémica cronica
I252,D,Infarto de miocardio antiguo,412
I252,D,Infarto de miocardio antiguo,Historia de IAM
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",cardiopatia isquémica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatía isquemica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatía isquèmica crónica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",cardiopatía isquémica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",C. isquémica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatía Isquémica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",CI
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatia isquemica cronica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",C. ISQUEMICA CRONICA
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",CARDIOPATIA ISQUEMICA
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatía isquémica crónica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatia Isquemica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",C.ISQUEMICA
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatía isquémica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatia isquemica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",Cardiopatía isquèmica
I259,D,"Enfermedad isquémica crónica cardiaca, no especificada",CARDIOPATÍA ISQUÉMICA
I2699,D,Otra embolia pulmonar sin cor pulmonale agudo,TEP
I272,D,Otra hipertensión pulmonar secundaria,HTP
I2720,D,"Hipertensión pulmonar, no especificada",Hipertensión pulmonar moderada
I2720,D,"Hipertensión pulmonar, no especificada",hipertensión pulmonar
I2720,D,"Hipertensión pulmonar, no especificada",Hipertensió pulmonar
I2720,D,"Hipertensión pulmonar, no especificada",HTP moderada
I2720,D,"Hipertensión pulmonar, no especificada",HTA Pulmonar
I2720,D,"Hipertensión pulmonar, no especificada",HTP
I2720,D,"Hipertensión pulmonar, no especificada",HT pulmonar
I2720,D,"Hipertensión pulmonar, no especificada",I27.20
I2720,D,"Hipertensión pulmonar, no especificada",HTAP
I2720,D,"Hipertensión pulmonar, no especificada",Hipertensión pulmonar
I2721,D,Hipertensión arterial pulmonar secundaria,hipertensión arterial pulmonar
I2781,D,Cor pulmonale (crónico),Cor Pulmonale crónico
I2783,D,Síndrome de Eisenmenger,I27.83
I288,D,Otras enfermedades de vasos pulmonares,vasculitis pulmonar
I313,D,Derrame pericárdico (no inflamatorio),Derrame pericárdico
I3139,D,Otro derrame pericárdico (no inflamatorio),derrame pericárdico
I340,D,Insuficiencia (de la válvula) mitral no reumática,insuficiencia mitral
I340,D,Insuficiencia (de la válvula) mitral no reumática,Asma parto
I340,D,Insuficiencia (de la válvula) mitral no reumática,IM moderada
I340,D,Insuficiencia (de la válvula) mitral no reumática,Insuficiencia Mitral parto
I340,D,Insuficiencia (de la válvula) mitral no reumática,Insuficiencia mitral severa
I340,D,Insuficiencia (de la válvula) mitral no reumática,IM
I340,D,Insuficiencia (de la válvula) mitral no reumática,Insuficiencia mitral
I341,D,Prolapso (de la válvula) mitral no reumático,prolapso mitral parto
I341,D,Prolapso (de la válvula) mitral no reumático,insuficiencia mitral parto
I341,D,Prolapso (de la válvula) mitral no reumático,Prolapso mitral parto
I350,D,Estenosis (de la válvula) aórtica no reumática,Estenosis aórtica ligera
I350,D,Estenosis (de la válvula) aórtica no reumática,Estenosis Ao
I350,D,Estenosis (de la válvula) aórtica no reumática,Estenosis Aortica
I350,D,Estenosis (de la válvula) aórtica no reumática,Estenosis Aórtica
I350,D,Estenosis (de la válvula) aórtica no reumática,estenosis aórtica
I350,D,Estenosis (de la válvula) aórtica no reumática,EAo
I351,D,Insuficiencia (de la válvula) aórtica no reumática,insuficiencia aortica
I351,D,Insuficiencia (de la válvula) aórtica no reumática,Insuficiència aòrtica
I351,D,Insuficiencia (de la válvula) aórtica no reumática,insuficiencia aórtica
I351,D,Insuficiencia (de la válvula) aórtica no reumática,Insuficiencia aórtica
I352,D,Estenosis con insuficiencia (de la válvula) aórtica no reumática,Doble lesión aórtica
I352,D,Estenosis con insuficiencia (de la válvula) aórtica no reumática,doble lesión aórtica
I358,D,Otros trastornos de válvula aórtica no reumáticos,Esclerosis válvula Aórtica
I378,D,Otros trastornos de válvula pulmonar no reumáticos,Insuficiencia valvula pulmonar
I420,D,Miocardiopatía dilatada,miocardiopatía dilatada
I420,D,Miocardiopatía dilatada,Miocardiopatía dilatada
I420,D,Miocardiopatía dilatada,MCD
I420,D,Miocardiopatía dilatada,MIocardiopatía dilatada isquémica
I420,D,Miocardiopatía dilatada,Miocardiopatia dialatada
I420,D,Miocardiopatía dilatada,Miocardiopatia dilatada
I422,D,Otras Miocardiopatías hipertróficas,miocardiopatia hipertrofica
I422,D,Otras Miocardiopatías hipertróficas,MIOCARDIOPATÍA HIPERTRÓFICA NO OBSTRUTIVA
I422,D,Otras Miocardiopatías hipertróficas,miocardiopatía hipertrófica
I440,D,"Bloqueo auriculoventricular, primer grado",BAV de primer grado
I440,D,"Bloqueo auriculoventricular, primer grado",BAV 1º.
I440,D,"Bloqueo auriculoventricular, primer grado",Bloqueo 1 grado
I442,D,"Bloqueo auriculoventricular, completo",Bloqueo AV completo
I442,D,"Bloqueo auriculoventricular, completo",BAV completo
I442,D,"Bloqueo auriculoventricular, completo",bloqueo AV completo
I444,D,Bloqueo fascicular anterior izquierdo,Hemibloqueo anterior de rama izquierda
I447,D,"Bloqueo de rama izquierda, no especificado",brihh
I447,D,"Bloqueo de rama izquierda, no especificado",BLOQUEO DE RAMA IZQUIERDA
I447,D,"Bloqueo de rama izquierda, no especificado",Bloqueo completo de rama izquierda
I447,D,"Bloqueo de rama izquierda, no especificado",BRIHH
I4510,D,Bloqueo de rama derecha no especificado,BRDHH
I4510,D,Bloqueo de rama derecha no especificado,bloqueo de rama derecho
I4510,D,Bloqueo de rama derecha no especificado,BIRD
I4510,D,Bloqueo de rama derecha no especificado,BBDFH
I4510,D,Bloqueo de rama derecha no especificado,BRD
I4510,D,Bloqueo de rama derecha no especificado,bloqueo de rama derecha
I4510,D,Bloqueo de rama derecha no especificado,brd
I4510,D,Bloqueo de rama derecha no especificado,brdh
I4510,D,Bloqueo de rama derecha no especificado,Bloqueo de rama derecha
I4519,D,Otro bloqueo de rama derecha,BCRDHH
I4519,D,Otro bloqueo de rama derecha,Bloqueo incompleto de rama derecha
I4519,D,Otro bloqueo de rama derecha,BIRDHH
I4519,D,Otro bloqueo de rama derecha,bloqueo incompleto rama derecha
I452,D,Bloqueo bifascicular,Bloqueo bifascicular
I456,D,Síndrome de preexcitación,WPW parto
I456,D,Síndrome de preexcitación,Wolff-Parkinson-White
I471,D,Taquicardia supraventricular,taquiarritmias auriculares
I471,D,Taquicardia supraventricular,Taquicardia supraventricular parto
I471,D,Taquicardia supraventricular,taquicardia supraventricular
I471,D,Taquicardia supraventricular,TSV
I471,D,Taquicardia supraventricular,Taquicardia auricular
I471,D,Taquicardia supraventricular,Taquicardia supraventricular Paroxistica
I471,D,Taquicardia supraventricular,TSVD
I471,D,Taquicardia supraventricular,Taquicardia supraventricular paroxística
I472,D,Taquicardia ventricular,Taquicardias ventriculares
I479,D,"Taquicardia paroxística, no especificada",Taquicardia paroxística
I479,D,"Taquicardia paroxística, no especificada",taquicardia paroxística
I480,D,Fibrilación paroxística auricular,FA paroxistica
I480,D,Fibrilación paroxística auricular,Fibrilación auricular paroxítica
I480,D,Fibrilación paroxística auricular,Fibrilación auricular paroxística
I480,D,Fibrilación paroxística auricular,fap
I480,D,Fibrilación paroxística auricular,Fibrilación auricular paroxísitca
I480,D,Fibrilación paroxística auricular,Fibril·lació auricular paroxismal
I480,D,Fibrilación paroxística auricular,FIBRILACIÓN AURICULAR PAROXÍSTICA
I480,D,Fibrilación paroxística auricular,Fibrilación auricular paroxistica
I481,D,Fibrilación auricular persistente,Fibrilación auricular permantente
I482,D,Fibrilación auricular crónica,FA crónica
I482,D,Fibrilación auricular crónica,FAC
I482,D,Fibrilación auricular crónica,FA Crónica
I482,D,Fibrilación auricular crónica,hta icc
I482,D,Fibrilación auricular crónica,Fibrilación auricular crónica
I4821,D,Fibrilación auricular permanente,FA PERMANENTE
I4821,D,Fibrilación auricular permanente,FA permanente
I483,D,Flutter auricular típico,Flutter auricular común paroxístico
I4891,D,Fibrilación auricular no especificada,FA rápida
I4891,D,Fibrilación auricular no especificada,Fibrilación auricular rápida
I4891,D,Fibrilación auricular no especificada,fibrilación auricular rapida
I4891,D,Fibrilación auricular no especificada,AC x FA
I4891,D,Fibrilación auricular no especificada,fibrilación auricular
I4891,D,Fibrilación auricular no especificada,FA
I4891,D,Fibrilación auricular no especificada,FA lenta
I4891,D,Fibrilación auricular no especificada,fa
I4891,D,Fibrilación auricular no especificada,ACxFA
I4891,D,Fibrilación auricular no especificada,FIBRILACIÓN AURICULAR
I4891,D,Fibrilación auricular no especificada,FIBRIL·LACIÓ AURICULAR
I4891,D,Fibrilación auricular no especificada,ACFA
I4892,D,Flutter auricular no especificado,Flutter auricular
I4892,D,Flutter auricular no especificado,flutter auricular
I4892,D,Flutter auricular no especificado,Flútter auricular
I491,D,Extrasístoles auriculares,esv
I493,D,Extrasístoles ventriculares,extrasistoles ventriculares
I493,D,Extrasístoles ventriculares,ev
I493,D,Extrasístoles ventriculares,extrasístoles ventriculares
I493,D,Extrasístoles ventriculares,EXTRASISTOLIA VENTRICULAR
I4949,D,Otros tipos de despolarización prematura,extrasistoles
I495,D,Síndrome del seno enfermo,Enfermedad del nodo sinusal
I495,D,Síndrome del seno enfermo,SÍNDROME BRADI-TAQUICARDIA
I498,D,Otras arritmias cardiacas especificadas,sindrome de Brugada
I498,D,Otras arritmias cardiacas especificadas,asma parto
I499,D,"Arritmia cardiaca, no especificada",arritmia
I499,D,"Arritmia cardiaca, no especificada",Arritmia
I499,D,"Arritmia cardiaca, no especificada",Arritmia cardiaca
I499,D,"Arritmia cardiaca, no especificada",Arritmias
I501,D,"Insuficiencia ventricular izquierda, no especificada",hta ice
I5030,D,"Insuficiencia cardiaca diastólica (congestiva), no especificada",hta icc
I5030,D,"Insuficiencia cardiaca diastólica (congestiva), no especificada",I50.30
I5030,D,"Insuficiencia cardiaca diastólica (congestiva), no especificada",Hipertension Insuficiencia cardiaca
I5030,D,"Insuficiencia cardiaca diastólica (congestiva), no especificada",DISFUNCIÓN DIASTÓLICA
I5030,D,"Insuficiencia cardiaca diastólica (congestiva), no especificada",disfunción diastólica
I5040,D,"Insuficiencia cardíaca combinada sistólica (congestiva) y diastólica (congestiva), no especificada",cardiopatia hta icc
I50810,D,"Insuficiencia cardíaca derecha, no especificada",Insuficiència cardíaca dreta
I50810,D,"Insuficiencia cardíaca derecha, no especificada",hta icc
I50810,D,"Insuficiencia cardíaca derecha, no especificada",Disfunción ventricular derecha
I50810,D,"Insuficiencia cardíaca derecha, no especificada",insuficiencia cardíaca derecha
I50810,D,"Insuficiencia cardíaca derecha, no especificada",IC de predominio derecho
I50814,D,Insuficiencia cardíaca derecha por insuficiencia cardíaca izquierda,I50.814
I5082,D,Insuficiencia cardíaca biventricular,insuficiencia cardíaca biventricular
I509,D,"Insuficiencia cardiaca, no especificada",Insuficiencia cardiaca
I509,D,"Insuficiencia cardiaca, no especificada",HTA IRC icc
I509,D,"Insuficiencia cardiaca, no especificada",HTA ERC icc
I509,D,"Insuficiencia cardiaca, no especificada",HTA icc irc
I509,D,"Insuficiencia cardiaca, no especificada",HTA icc
I509,D,"Insuficiencia cardiaca, no especificada",Insuficiència cardíaca
I509,D,"Insuficiencia cardiaca, no especificada",HTA iRC 5 icc
I509,D,"Insuficiencia cardiaca, no especificada",HTA irc icc
I509,D,"Insuficiencia cardiaca, no especificada",hta icc irc 3
I509,D,"Insuficiencia cardiaca, no especificada",HTA. ERC icc
I509,D,"Insuficiencia cardiaca, no especificada",hta ICC
I509,D,"Insuficiencia cardiaca, no especificada",HTA insuficiencia cardiaca
I509,D,"Insuficiencia cardiaca, no especificada",Insuficiencia cardíaca
I509,D,"Insuficiencia cardiaca, no especificada",hta icc
I509,D,"Insuficiencia cardiaca, no especificada",hta irc 6 icc
I509,D,"Insuficiencia cardiaca, no especificada",hta IRC icc
I509,D,"Insuficiencia cardiaca, no especificada",INSUFICIENCIA CARDIACA
I509,D,"Insuficiencia cardiaca, no especificada",cardiopatia hta icc
I509,D,"Insuficiencia cardiaca, no especificada",ICC
I509,D,"Insuficiencia cardiaca, no especificada",icc
I509,D,"Insuficiencia cardiaca, no especificada",HTA irc 4 icc
I509,D,"Insuficiencia cardiaca, no especificada",Hipertension Insuficiencia cardiaca
I509,D,"Insuficiencia cardiaca, no especificada",hta irc icc
